forecast_id,weather_state_name,weather_state_abbr,wind_direction_compass,created,applicable_date,min_temp,max_temp,the_temp,wind_speed,wind_direction,air_pressure,humidity,visibility,predictability,woeid
4887312996499456,Showers,s,ESE,2021-06-05T03:36:01.970739Z,2021-06-08,15.64,24.805,23.535,3.553699810167289,106.0687621943988,1020,49,14.843315040165434,73,638242,
4899912014626816,Light Cloud,lc,ENE,2021-06-06T00:43:46.172538Z,2021-06-11,14.745,26.515,24.59,4.460064821442774,72.5,1017,39,9.999726596675416,70,2122265,
4900075693146112,Light Cloud,lc,N,2021-06-07T00:35:55.973953Z,2021-06-08,14.765,26.54,26.105,4.803865666945041,1.3097152649591108,1020.5,44,14.516473793048595,70,638242,
4900626724028416,Heavy Cloud,hc,NNE,2021-06-02T03:36:10.852625Z,2021-06-08,15.85,26.14,23.18,4.1989097669609485,12.499999999999991,1021,44,9.999726596675416,71,638242,
4904037464932352,Clear,c,NNE,2021-06-07T06:36:13.661811Z,2021-06-14,11.035,25.435,24.27,3.3915225085500675,28.000000000000004,1020,51,9.999726596675416,68,638242,
4908445175119872,Showers,s,NE,2021-06-05T18:43:43.161804Z,2021-06-09,13.925,20.27,18.81,4.640417366945041,54.15184492296113,1015,66,13.656185377396008,73,2122265,
4914405515984896,Heavy Cloud,hc,N,2021-06-02T15:32:10.462566Z,2021-06-09,14.23,26.205,24.17,3.043177841406188,359,1019,50,9.999726596675416,71,44418,
4916793517801472,Clear,c,E,2021-06-04T03:43:52.743348Z,2021-06-11,14.08,24.69,23.13,2.0256700866937085,80,1020,32,null,68,2122265,
4919829287927808,Heavy Cloud,hc,ENE,2021-06-06T18:43:45.960379Z,2021-06-11,14.73,24.705,23.92,5.663190169410642,64,1014,52,9.999726596675416,71,2122265,
4927613781934080,Showers,s,N,2021-06-02T21:36:10.354457Z,2021-06-08,14.405,23.485,25.38,3.7898733396961743,359.5,1021,55,9.999726596675416,73,638242,
4929594902708224,Showers,s,WSW,2021-06-04T15:32:02.149829Z,2021-06-08,12.75,22.485,22.61,3.8839120282510144,258.61903234784427,1022.5,51,13.992347192396403,73,44418,
4939152496787456,Light Cloud,lc,N,2021-06-03T09:36:16.346289Z,2021-06-11,13.05,24.93,24.93,1.8144038813330152,355,1019,40,null,70,638242,
4944092766142464,Heavy Cloud,hc,W,2021-06-01T15:36:17.956163Z,2021-06-09,15.81,26.38,26.38,2.4482024974150955,273,1015,32,null,71,638242,
4944438309683200,Showers,s,E,2021-06-05T00:43:43.791517Z,2021-06-09,15.14,21.91,20.36,4.524637130284472,87.70205626495563,1011,63,14.885568281237571,73,2122265,
4950422490972160,Heavy Rain,hr,NE,2021-06-06T00:43:37.056602Z,2021-06-08,13.895,21.165,20.105,4.076878839526499,49.43592885806321,1013,71,13.10285433070866,77,2122265,
4953910121857024,Light Rain,lr,W,2021-06-05T03:32:04.758909Z,2021-06-10,14.53,24.725,23.88,4.203566968901614,261,1020,59,9.999726596675416,75,44418,
4954913835581440,Heavy Rain,hr,NE,2021-06-07T09:43:38.766699Z,2021-06-09,14.625,20.825,19.42,4.203146607086614,52.67152760742244,1011.5,80,11.10141772051221,77,2122265,
4955430506725376,Showers,s,ENE,2021-06-02T15:43:49.558706Z,2021-06-08,14.695,25.975,22.57,4.154246401018055,62.50000000000001,1017,54,9.999726596675416,73,2122265,
4955471610904576,Light Rain,lr,NW,2021-06-05T15:36:01.749187Z,2021-06-08,15.855,24.725,25.585,4.061198723722792,306.43954425574873,1019.5,47,13.90473385429094,75,638242,
4959232492306432,Heavy Cloud,hc,NE,2021-06-07T09:32:05.127532Z,2021-06-12,15.24,24.68,23.04,4.303369323152788,40.50000000000001,1025,47,9.999726596675416,71,44418,
4964322733195264,Light Rain,lr,NE,2021-06-05T21:43:37.949981Z,2021-06-08,13.895,21.165,20.295,4.143986739526499,42.00152529388335,1013.5,69,11.538241668655054,75,2122265,
4965798993985536,Light Rain,lr,ENE,2021-06-04T18:43:43.284175Z,2021-06-08,14.155,24.555,23.165,4.716182128590366,66.76079342704189,1014,55,13.425967350672074,75,2122265,
4968531801145344,Light Cloud,lc,WSW,2021-06-05T09:32:02.806028Z,2021-06-09,13.735,24.485,23.115,4.619502144887192,244.70814110073957,1021,47,14.055416368408494,70,44418,
4979741665787904,Showers,s,N,2021-06-02T15:36:10.773596Z,2021-06-08,15.295,24.005000000000003,27.21,3.6691414141414143,358.5,1021,59,9.999726596675416,73,638242,
